user_id,age,gender,region,plan,device_type,preferred_genre,payment_method,ad_type,auto_renew,discount_used,monthly_charge,months_subscribed,watch_time_per_day,total_watch_hours,binge_score,complaints,support_calls,rating,reviews_written,peak_hours,joined_date,last_active_date,churn
U859049,26,Male,South,Premium,Mobile,Comedy,Debit Card,Skippable Ads,1,1,599,8,2.6803109423955673,80.41,0.09,0,0,3.0,0,Afternoon,2024-04-21,2025-01-02,1
U315911,18,Female,North,Standard,Smart TV,Horror,Credit Card,No Ads,0,1,399,2,2.127048563721974,63.81,0.1,0,0,1.8,0,Late Night,2023-04-02,2023-06-14,1
U715161,30,Female,South,Standard,Smart TV,Sci-Fi,UPI,Skippable Ads,1,0,399,11,1.2871270170318976,38.61,0.06,0,0,3.5,1,Late Night,2025-01-31,2026-01-05,0
U432352,60,Female,Metro,Basic,Tablet,Thriller,Credit Card,Skippable Ads,0,1,199,2,2.209127491557854,66.27,0.05,1,0,4.7,0,Afternoon,2023-11-17,2024-02-06,1
U604861,64,Female,Metro,Premium,Set-top Box,Documentary,Gift Code,Skippable Ads,1,0,599,2,3.5938672944879633,107.82,0.06,2,1,2.7,2,Morning,2024-08-16,2024-10-21,1
U392323,27,Male,Tier-3,Standard,Laptop,Documentary,Gift Code,Non-Skippable Ads,0,0,399,11,1.9203950860622974,57.61,0.03,1,0,1.9,1,Evening,2023-05-07,2024-04-30,0
U996527,58,Female,Tier-2,Basic,Mobile,Romance,Debit Card,Non-Skippable Ads,1,0,199,3,0.7198078326625703,21.59,0.07,1,1,3.6,0,Afternoon,2023-05-31,2023-09-06,1
U838120,31,Female,Metro,Standard,Smart TV,Horror,Debit Card,No Ads,0,0,399,6,2.54612905186219,76.38,0.16,0,0,4.7,1,Evening,2023-10-22,2024-05-01,0
U327341,42,Female,Tier-3,Basic,Tablet,Horror,Net Banking,Skippable Ads,1,0,199,1,1.9974628113164088,59.92,0.22,1,2,2.9,2,Evening,2023-06-23,2023-08-13,1
U189490,55,Female,North,Basic,Laptop,Sci-Fi,Wallet,Non-Skippable Ads,1,1,199,3,1.6638747420090452,49.92,0.12,1,1,4.7,1,Afternoon,2024-12-08,2025-03-12,0
U241271,50,Female,South,Standard,Smart TV,Documentary,Credit Card,Skippable Ads,0,0,399,11,1.176414419372746,35.29,0.05,2,0,3.3,1,Late Night,2023-04-14,2024-03-27,0
U471450,27,Male,West,Premium,Tablet,Thriller,Credit Card,Non-Skippable Ads,1,1,599,1,3.7887769541419054,113.66,0.16,0,0,2.7,0,Evening,2023-09-01,2023-10-01,0
U436874,62,Male,South,Standard,Tablet,Comedy,Credit Card,Skippable Ads,1,1,399,8,0.6871138997870156,20.61,0.04,0,0,2.3,0,Evening,2024-02-08,2024-10-07,0
U227899,20,Male,Tier-3,Standard,Laptop,Documentary,Net Banking,No Ads,1,0,399,8,1.7074492049048122,51.22,0.07,1,1,3.3,1,Morning,2024-12-21,2025-09-10,0
U855721,64,Male,South,Premium,Mobile,Horror,Credit Card,Skippable Ads,0,1,599,8,3.3377574732173176,100.13,0.18,2,1,1.2,0,Evening,2024-08-17,2025-04-21,1
U949349,22,Male,Tier-2,Standard,Set-top Box,Drama,Gift Code,Non-Skippable Ads,0,0,399,5,2.0517483129570455,61.55,0.07,0,0,2.7,0,Evening,2022-09-10,2023-02-13,0
U509575,40,Female,North,Standard,Laptop,Thriller,Wallet,No Ads,1,0,399,4,0.7130271043186587,21.39,0.03,0,0,3.7,1,Late Night,2023-11-24,2024-03-28,1
U883339,18,Other,Metro,Standard,Smart TV,Action,Net Banking,Skippable Ads,1,1,399,9,1.6464468346452552,49.39,0.09,0,1,5.0,2,Afternoon,2023-01-21,2023-11-08,0
U164237,44,Male,Metro,Basic,Smart TV,Action,Gift Code,Non-Skippable Ads,1,0,199,10,2.358299879575538,70.75,0.05,1,0,3.3,1,Evening,2024-03-24,2025-02-16,0
U372054,36,Male,Metro,Standard,Laptop,Documentary,UPI,No Ads,0,1,399,5,1.683932574497104,50.52,0.03,0,1,2.1,0,Afternoon,2024-08-08,2025-02-03,1
U447466,44,Other,North,Basic,Mobile,Action,Wallet,Non-Skippable Ads,1,1,199,6,1.1781591950562524,35.34,0.03,0,0,2.7,0,Late Night,2024-11-17,2025-06-03,0
U110595,42,Male,East,Premium,Laptop,Thriller,Gift Code,Skippable Ads,1,0,599,8,2.431710852632427,72.95,0.1,0,0,3.2,1,Evening,2023-07-07,2024-03-12,0
U434391,64,Male,South,Standard,Mobile,Sci-Fi,Gift Code,No Ads,1,1,399,4,1.6723930940459606,50.17,0.14,1,0,3.2,1,Evening,2023-12-16,2024-05-01,0
U812842,34,Female,East,Premium,Mobile,Sci-Fi,Gift Code,Skippable Ads,1,1,599,2,2.428728176622041,72.86,0.07,1,0,4.2,0,Evening,2024-08-28,2024-11-22,0
U205487,51,Male,West,Premium,Set-top Box,Horror,Debit Card,Skippable Ads,1,1,599,11,2.705182188011898,81.16,0.05,0,0,3.3,1,Evening,2023-09-24,2024-09-12,0
U730412,33,Female,Tier-2,Standard,Mobile,Comedy,Credit Card,Non-Skippable Ads,1,0,399,3,1.8788253956135317,56.36,0.03,0,0,2.9,0,Afternoon,2023-05-28,2023-09-01,1
U864359,58,Female,South,Standard,Laptop,Documentary,Net Banking,Non-Skippable Ads,1,0,399,8,0.5332155055975616,16.0,0.02,0,0,2.6,0,Morning,2023-11-13,2024-08-04,1
U399564,23,Male,Tier-2,Standard,Smart TV,Thriller,Wallet,Non-Skippable Ads,1,0,399,1,3.8974800993940084,116.92,0.15,0,0,3.7,0,Late Night,2024-10-29,2024-12-18,0
U375703,68,Female,Metro,Premium,Smart TV,Action,Debit Card,No Ads,1,1,599,1,2.1117705914559295,63.35,0.18,0,0,3.9,1,Late Night,2022-11-01,2022-12-08,0
U641487,53,Male,North,Basic,Mobile,Action,Wallet,Skippable Ads,1,0,199,7,2.7320287917367145,81.96,0.14,1,0,2.4,0,Late Night,2024-02-25,2024-10-18,0
U337780,50,Female,North,Premium,Smart TV,Thriller,Credit Card,No Ads,1,1,599,1,2.1537200868582316,64.61,0.13,0,1,3.9,1,Late Night,2023-07-09,2023-08-23,0
U932788,35,Female,North,Standard,Smart TV,Action,Debit Card,Skippable Ads,0,0,399,5,1.384117738688273,41.52,0.05,0,0,3.2,0,Morning,2023-09-20,2024-02-22,1
U366599,55,Female,East,Basic,Laptop,Horror,Wallet,No Ads,0,0,199,6,3.137675197131605,94.13,0.08,2,0,2.9,0,Evening,2022-09-23,2023-03-23,1
U253804,30,Male,South,Standard,Smart TV,Drama,UPI,Skippable Ads,1,0,399,5,2.171697998560477,65.15,0.12,0,0,3.4,0,Evening,2023-06-25,2023-12-08,0
U420391,60,Female,East,Standard,Mobile,Documentary,Credit Card,No Ads,0,0,399,9,3.358832030155089,100.76,0.14,0,0,3.3,1,Evening,2023-02-22,2023-12-06,0
U373970,63,Female,North,Standard,Laptop,Comedy,Net Banking,Skippable Ads,0,1,399,2,2.361115393697785,70.83,0.12,0,0,1.4,0,Evening,2025-01-02,2025-04-01,1
U810041,50,Female,West,Premium,Smart TV,Drama,Net Banking,Skippable Ads,1,0,599,11,3.378947956597832,101.37,0.04,0,0,2.8,0,Evening,2022-12-12,2023-11-22,0
U698830,47,Male,East,Premium,Smart TV,Romance,Gift Code,Non-Skippable Ads,1,0,599,9,2.4633323482170257,73.9,0.16,0,0,3.7,0,Evening,2025-03-29,2026-01-03,0
U603635,25,Male,South,Premium,Mobile,Romance,UPI,Skippable Ads,1,0,599,10,4.154557558204115,124.64,0.03,0,0,3.7,0,Evening,2024-11-29,2025-10-20,0
U524575,46,Male,East,Premium,Tablet,Action,Gift Code,Non-Skippable Ads,0,0,599,5,2.3939607996266647,71.82,0.09,0,0,4.5,0,Evening,2025-02-19,2025-07-22,1
U544541,39,Female,West,Basic,Smart TV,Thriller,Gift Code,Skippable Ads,1,0,199,7,1.7268214524185612,51.8,0.17,0,0,5.0,0,Morning,2024-04-25,2024-12-03,0
U787801,19,Male,Tier-2,Standard,Smart TV,Romance,Credit Card,Skippable Ads,1,0,399,3,1.3965943491391382,41.9,0.06,1,1,3.6,0,Evening,2024-11-05,2025-02-24,1
U754973,49,Male,North,Basic,Smart TV,Romance,UPI,Skippable Ads,1,0,199,2,0.7328978569837123,21.99,0.05,0,0,3.0,0,Late Night,2023-01-27,2023-04-15,1
U806622,55,Male,Tier-3,Standard,Smart TV,Comedy,Debit Card,Non-Skippable Ads,1,1,399,7,2.0073613747823886,60.22,0.08,1,2,3.0,1,Late Night,2023-06-13,2024-02-05,1
U342467,25,Male,Tier-3,Basic,Mobile,Horror,Net Banking,No Ads,0,1,199,8,3.138993941246146,94.17,0.17,0,1,2.9,0,Evening,2022-11-23,2023-08-12,0
U930930,32,Male,Tier-2,Standard,Tablet,Comedy,Credit Card,Skippable Ads,1,0,399,9,2.8964940376642505,86.89,0.12,1,0,3.9,2,Evening,2024-08-08,2025-05-19,0
U967146,52,Male,East,Standard,Laptop,Thriller,Net Banking,No Ads,1,1,399,8,0.4781565410506956,14.34,0.05,0,0,2.2,1,Afternoon,2023-06-08,2024-02-13,1
U235560,32,Female,Metro,Standard,Laptop,Sci-Fi,Credit Card,Skippable Ads,1,1,399,8,0.6359782475813238,19.08,0.04,0,1,5.0,0,Evening,2024-07-18,2025-03-26,0
U614941,61,Other,East,Basic,Smart TV,Horror,Wallet,Non-Skippable Ads,1,1,199,5,1.911491903876226,57.34,0.04,1,0,4.2,0,Morning,2022-10-21,2023-04-11,0
U367765,54,Male,Metro,Basic,Smart TV,Horror,UPI,Non-Skippable Ads,0,0,199,12,0.6685418674282702,20.06,0.03,0,0,3.3,0,Evening,2023-07-03,2024-06-28,0
U743387,16,Other,South,Standard,Smart TV,Sci-Fi,Gift Code,Skippable Ads,0,1,399,7,2.8098642703678722,84.3,0.18,1,4,4.1,0,Late Night,2024-07-14,2025-02-22,0
U132012,30,Female,West,Standard,Smart TV,Sci-Fi,Gift Code,Skippable Ads,1,0,399,8,1.2095503798630343,36.29,0.1,2,0,3.5,1,Evening,2024-06-28,2025-03-08,0
U600842,58,Female,South,Premium,Mobile,Horror,Debit Card,No Ads,1,0,599,4,1.7532815052086572,52.6,0.07,1,3,5.0,0,Morning,2024-06-25,2024-10-28,0
U470056,19,Other,South,Basic,Smart TV,Thriller,Net Banking,Non-Skippable Ads,0,1,199,6,1.9172677330126284,57.52,0.15,0,0,2.9,0,Morning,2023-11-02,2024-05-05,1
U138447,27,Male,West,Basic,Smart TV,Sci-Fi,Debit Card,Non-Skippable Ads,1,1,199,4,2.5279926058423627,75.84,0.14,1,0,4.6,0,Evening,2024-07-31,2024-11-29,1
U629282,68,Male,South,Standard,Mobile,Comedy,Gift Code,No Ads,1,1,399,5,1.9436276418354295,58.31,0.07,2,1,4.7,0,Evening,2024-05-17,2024-11-02,1
U804575,32,Female,South,Standard,Tablet,Sci-Fi,Net Banking,No Ads,1,0,399,3,2.8037209421794946,84.11,0.09,0,0,3.6,1,Late Night,2022-11-07,2023-02-24,0
U687082,56,Female,East,Basic,Smart TV,Thriller,Wallet,Skippable Ads,1,0,199,2,1.676192423971764,50.29,0.24,0,0,2.3,1,Evening,2023-10-18,2024-01-03,1
U709105,43,Male,Tier-3,Basic,Laptop,Comedy,Wallet,Skippable Ads,0,0,199,8,2.374586523656868,71.24,0.09,0,1,3.3,0,Late Night,2023-03-06,2023-11-16,0
U513606,42,Female,East,Standard,Smart TV,Comedy,Credit Card,Skippable Ads,1,1,399,4,2.9596511798758027,88.79,0.29,0,0,3.4,0,Late Night,2025-01-24,2025-06-02,1
U582486,44,Male,North,Premium,Mobile,Action,Credit Card,Non-Skippable Ads,1,0,599,8,3.0635942931844946,91.91,0.06,0,0,2.3,0,Evening,2022-11-17,2023-07-18,0
U831968,69,Female,South,Standard,Laptop,Thriller,Credit Card,Skippable Ads,0,0,399,11,2.2095039240401317,66.29,0.07,0,0,3.0,0,Evening,2024-02-24,2025-01-24,0
U433359,42,Female,North,Basic,Laptop,Action,UPI,Skippable Ads,1,0,199,3,0.9711293678252508,29.13,0.04,0,0,2.3,1,Morning,2024-12-25,2025-03-29,1
U171807,47,Other,West,Basic,Set-top Box,Action,Net Banking,No Ads,0,0,199,2,1.5262667432115204,45.79,0.05,0,1,4.6,0,Evening,2025-03-29,2025-06-20,0
U242724,65,Male,North,Standard,Laptop,Thriller,Debit Card,Non-Skippable Ads,1,1,399,7,2.2920951853203384,68.76,0.02,1,2,3.3,2,Evening,2023-05-17,2024-01-04,1
U458950,63,Female,East,Standard,Smart TV,Horror,Credit Card,Skippable Ads,0,0,399,6,3.9616200715212315,118.85,0.24,1,0,4.0,2,Late Night,2023-08-30,2024-03-13,0
U372351,27,Male,North,Basic,Smart TV,Action,Debit Card,No Ads,0,0,199,7,1.2977894445324738,38.93,0.04,1,1,3.6,0,Morning,2024-03-07,2024-10-28,0
U941803,22,Female,South,Standard,Mobile,Sci-Fi,Credit Card,No Ads,1,1,399,3,1.8827418512044758,56.48,0.1,0,2,3.3,1,Evening,2023-01-26,2023-05-02,1
U174073,20,Female,Metro,Standard,Laptop,Documentary,Credit Card,No Ads,1,0,399,7,1.9966207402711966,59.9,0.01,0,0,5.0,2,Late Night,2023-11-17,2024-07-13,0
U740436,37,Male,East,Basic,Smart TV,Horror,Net Banking,Non-Skippable Ads,1,1,199,11,2.619358378822102,78.58,0.19,0,0,4.3,0,Afternoon,2023-02-19,2024-01-21,0
U859442,36,Male,Tier-3,Basic,Set-top Box,Action,Wallet,Skippable Ads,1,0,199,2,1.9959949698649402,59.88,0.21,0,1,2.5,1,Evening,2025-01-01,2025-03-03,1
U911030,67,Male,East,Standard,Laptop,Documentary,Net Banking,Skippable Ads,1,1,399,1,1.7648969826693728,52.95,0.11,1,0,5.0,0,Evening,2023-12-20,2024-02-06,1
U955198,56,Male,Metro,Premium,Mobile,Thriller,Debit Card,Non-Skippable Ads,1,0,599,4,3.3139159320065446,99.42,0.13,1,1,2.7,0,Evening,2023-08-12,2023-12-24,0
U433723,63,Female,Tier-2,Basic,Mobile,Sci-Fi,Net Banking,Non-Skippable Ads,1,0,199,2,1.4708250479703904,44.12,0.12,1,2,3.0,1,Evening,2022-09-13,2022-12-07,1
U688915,38,Male,South,Standard,Mobile,Sci-Fi,Debit Card,Non-Skippable Ads,0,0,399,3,1.3849383684155974,41.55,0.06,1,0,3.4,1,Evening,2024-02-29,2024-06-02,1
U484417,27,Male,Tier-3,Standard,Mobile,Documentary,Credit Card,Non-Skippable Ads,0,0,399,4,2.4593859878310456,73.78,0.03,0,0,2.4,0,Late Night,2023-07-19,2023-12-15,0
U243730,23,Female,West,Basic,Mobile,Horror,Net Banking,No Ads,0,1,199,12,2.0774416254418844,62.32,0.06,0,0,3.3,1,Late Night,2025-01-13,2026-01-12,1
U164199,64,Male,North,Premium,Mobile,Horror,UPI,Non-Skippable Ads,0,1,599,6,3.029469441340386,90.88,0.03,1,0,4.4,0,Evening,2023-09-23,2024-04-14,0
U922048,51,Female,West,Basic,Mobile,Drama,Gift Code,Skippable Ads,1,0,199,5,0.2,6.0,0.01,1,0,2.1,1,Late Night,2024-10-24,2025-04-17,1
U941121,25,Female,Tier-3,Standard,Smart TV,Action,Gift Code,No Ads,0,0,399,10,1.4034948160405125,42.1,0.07,1,0,1.0,1,Evening,2023-04-04,2024-01-30,0
U825935,50,Female,South,Basic,Mobile,Thriller,Gift Code,No Ads,1,1,199,2,1.0364157161758394,31.09,0.04,0,1,3.6,0,Evening,2023-12-27,2024-03-22,1
U257715,61,Male,North,Standard,Smart TV,Action,Wallet,Non-Skippable Ads,1,1,399,4,2.194419715641608,65.83,0.12,0,0,4.7,0,Late Night,2023-12-23,2024-05-17,0
U983513,67,Female,North,Premium,Mobile,Comedy,Gift Code,Non-Skippable Ads,1,0,599,9,4.57036425314769,137.11,0.32,0,0,4.3,0,Afternoon,2024-09-16,2025-07-10,0
U168168,34,Male,South,Standard,Mobile,Comedy,Debit Card,Non-Skippable Ads,1,0,399,9,2.235925138514234,67.08,0.07,0,0,4.6,0,Evening,2024-01-09,2024-10-30,0
U748456,40,Male,Metro,Premium,Mobile,Drama,Wallet,Non-Skippable Ads,1,0,599,3,2.911411651538356,87.34,0.03,0,0,2.1,0,Evening,2022-09-23,2022-12-24,0
U715300,18,Male,North,Premium,Laptop,Romance,Net Banking,Non-Skippable Ads,1,0,599,10,2.1728295233086445,65.18,0.06,0,0,3.6,0,Evening,2023-12-23,2024-11-13,0
U627278,46,Male,Tier-2,Basic,Laptop,Drama,Credit Card,Non-Skippable Ads,1,0,199,4,4.165877125665292,124.98,0.14,1,0,3.7,3,Afternoon,2024-10-15,2025-02-20,0
U523508,62,Female,Metro,Premium,Mobile,Thriller,Credit Card,Skippable Ads,0,1,599,11,1.8161977331690324,54.49,0.1,0,1,3.5,0,Evening,2025-02-28,2026-02-18,1
U981948,32,Female,East,Premium,Mobile,Romance,Debit Card,Non-Skippable Ads,1,1,599,3,2.900396026259907,87.01,0.12,1,1,5.0,0,Late Night,2024-04-20,2024-08-01,1
U269303,66,Female,Metro,Standard,Smart TV,Sci-Fi,Credit Card,Non-Skippable Ads,1,0,399,3,4.339360720395904,130.18,0.18,0,0,3.3,0,Afternoon,2023-07-10,2023-10-23,0
U900540,44,Male,Tier-2,Standard,Mobile,Documentary,Net Banking,Non-Skippable Ads,1,0,399,11,0.44796956405612987,13.44,0.02,0,0,4.2,0,Late Night,2022-12-12,2023-11-16,1
U542001,61,Female,South,Standard,Mobile,Drama,Net Banking,No Ads,0,1,399,10,3.0456985682003106,91.37,0.13,0,0,2.9,1,Evening,2023-09-21,2024-08-12,1
U261603,17,Female,North,Standard,Smart TV,Documentary,Net Banking,No Ads,1,0,399,8,4.641855425170282,139.26,0.34,1,1,3.6,0,Morning,2023-10-07,2024-06-30,0
U351457,17,Female,Tier-2,Basic,Mobile,Horror,Credit Card,Non-Skippable Ads,1,0,199,3,2.295542233536071,68.87,0.12,0,0,4.8,1,Late Night,2024-12-30,2025-04-27,1
U698707,23,Male,Tier-2,Basic,Smart TV,Documentary,Net Banking,Skippable Ads,0,0,199,6,0.3675626919761212,11.03,0.01,1,0,2.5,1,Evening,2024-05-12,2024-11-18,1
U511635,42,Female,South,Standard,Smart TV,Comedy,Credit Card,No Ads,1,1,399,2,4.059986449436312,121.8,0.07,0,1,2.8,1,Late Night,2025-03-18,2025-06-01,0
U512861,52,Male,North,Premium,Mobile,Thriller,UPI,No Ads,0,0,599,4,1.8862552472688938,56.59,0.11,1,1,3.5,0,Evening,2022-12-26,2023-05-12,0
U171819,34,Male,North,Basic,Smart TV,Thriller,UPI,No Ads,1,1,199,3,0.7252724610218186,21.76,0.01,0,0,3.1,0,Evening,2022-11-30,2023-03-11,0
U289848,35,Female,Metro,Premium,Smart TV,Thriller,UPI,Skippable Ads,0,0,599,9,3.0202127687489666,90.61,0.13,0,0,3.2,1,Evening,2023-06-08,2024-03-22,1
U845785,61,Female,Tier-2,Basic,Mobile,Thriller,Credit Card,Non-Skippable Ads,1,1,199,1,2.3735252762501307,71.21,0.1,2,0,3.0,0,Late Night,2023-08-20,2023-10-12,1
U201584,16,Female,Tier-2,Basic,Smart TV,Documentary,Debit Card,No Ads,1,0,199,7,2.1703488628703798,65.11,0.13,0,0,3.6,1,Late Night,2023-01-28,2023-08-27,0
U828122,34,Male,South,Standard,Mobile,Drama,UPI,Skippable Ads,0,1,399,10,1.2142293964976152,36.43,0.06,0,0,4.7,1,Morning,2024-08-28,2025-07-06,1
U760495,45,Male,Tier-2,Premium,Laptop,Comedy,UPI,No Ads,1,1,599,7,2.341752976109277,70.25,0.02,0,0,2.8,0,Evening,2023-11-20,2024-07-15,1
U688649,19,Male,Metro,Premium,Laptop,Horror,UPI,Skippable Ads,0,0,599,12,2.6645667602183236,79.94,0.1,1,0,2.5,0,Afternoon,2024-02-13,2025-02-08,1
U772985,16,Female,South,Basic,Tablet,Horror,Credit Card,No Ads,0,0,199,1,0.3620284223834678,10.86,0.01,0,0,2.8,1,Evening,2025-03-28,2025-04-29,1
U889818,47,Male,Metro,Basic,Mobile,Romance,Debit Card,Non-Skippable Ads,0,1,199,1,2.5981447347718474,77.94,0.18,1,1,4.5,3,Late Night,2024-09-26,2024-11-02,0
U122464,58,Female,South,Basic,Laptop,Romance,Net Banking,Non-Skippable Ads,0,1,199,7,2.750030756212004,82.5,0.11,0,0,2.4,0,Evening,2023-06-29,2024-01-31,1
U899576,66,Male,East,Basic,Laptop,Horror,Credit Card,Skippable Ads,1,0,199,5,2.1227468553039923,63.68,0.17,0,0,2.7,0,Evening,2024-06-07,2024-12-03,0
U591418,37,Male,Tier-3,Basic,Mobile,Drama,UPI,Skippable Ads,1,1,199,9,2.3441065083871395,70.32,0.18,1,1,3.2,0,Evening,2024-10-17,2025-07-16,0
U498822,60,Female,Metro,Standard,Mobile,Horror,Credit Card,Skippable Ads,1,0,399,2,2.7163122915361724,81.49,0.05,0,0,2.7,0,Late Night,2024-02-23,2024-05-01,1
U325283,42,Male,East,Basic,Mobile,Drama,Net Banking,Non-Skippable Ads,1,0,199,7,3.0410248719227684,91.23,0.2,1,0,3.0,2,Evening,2024-07-10,2025-02-11,0
U366572,53,Male,East,Standard,Smart TV,Romance,Credit Card,Skippable Ads,1,1,399,10,2.133315157852687,64.0,0.06,0,0,3.8,0,Morning,2022-09-12,2023-08-02,0
U539824,33,Female,Tier-2,Standard,Laptop,Comedy,Debit Card,Non-Skippable Ads,1,0,399,10,2.0662712854875083,61.99,0.02,1,2,2.9,1,Late Night,2024-01-21,2024-11-27,0
U675902,56,Male,East,Premium,Mobile,Thriller,UPI,Non-Skippable Ads,1,1,599,4,2.7301559998058806,81.9,0.11,0,1,1.9,0,Evening,2024-10-06,2025-02-13,0
U880774,54,Male,Tier-2,Premium,Laptop,Horror,Net Banking,No Ads,1,0,599,11,1.644496615392269,49.33,0.04,0,1,4.9,1,Late Night,2023-07-06,2024-06-21,0
U312821,67,Female,Metro,Standard,Smart TV,Romance,Debit Card,Skippable Ads,1,0,399,11,2.4951822092560514,74.86,0.04,1,1,3.8,1,Afternoon,2024-12-05,2025-11-26,0
U283483,58,Male,East,Basic,Laptop,Thriller,Debit Card,Non-Skippable Ads,1,0,199,6,3.632720207898783,108.98,0.18,0,0,2.3,1,Evening,2023-12-28,2024-07-20,0
U987582,63,Female,Tier-3,Standard,Tablet,Horror,Wallet,Skippable Ads,1,1,399,2,0.9090388173225534,27.27,0.04,0,0,3.7,0,Afternoon,2023-03-02,2023-05-05,0
U897758,58,Female,Metro,Premium,Mobile,Drama,Credit Card,Skippable Ads,1,0,599,6,3.918342922627147,117.55,0.23,1,1,3.5,0,Evening,2023-04-26,2023-11-04,0
U529966,33,Female,Tier-3,Basic,Mobile,Action,Gift Code,No Ads,0,0,199,8,1.767414249118085,53.02,0.11,0,0,3.0,0,Morning,2025-03-28,2025-12-17,1
U109973,19,Female,Tier-3,Standard,Mobile,Drama,Credit Card,Skippable Ads,1,0,399,5,3.496294601131493,104.89,0.17,0,0,3.5,0,Afternoon,2022-12-21,2023-06-05,0
U805328,35,Female,Metro,Premium,Mobile,Action,Wallet,Skippable Ads,1,0,599,9,4.006088034620103,120.18,0.34,2,0,2.9,0,Evening,2024-06-08,2025-03-18,1
U754416,54,Female,Metro,Premium,Mobile,Horror,UPI,Non-Skippable Ads,0,1,599,5,3.8376203195688605,115.13,0.07,1,0,4.4,0,Morning,2023-10-14,2024-03-21,0
U506614,56,Female,Metro,Basic,Mobile,Romance,Wallet,Non-Skippable Ads,1,0,199,7,0.2,6.0,0.0,0,0,3.8,0,Late Night,2023-03-25,2023-11-15,0
U621970,38,Female,North,Basic,Mobile,Action,Credit Card,No Ads,1,1,199,6,0.32285646079575225,9.69,0.01,0,0,4.6,0,Evening,2023-10-17,2024-05-01,1
U198944,69,Male,South,Standard,Laptop,Comedy,UPI,No Ads,0,0,399,2,1.04748775060533,31.42,0.03,0,0,2.9,2,Evening,2024-03-29,2024-06-10,0
U690533,47,Male,Tier-3,Premium,Mobile,Horror,Gift Code,No Ads,0,1,599,3,2.870745830812999,86.12,0.08,0,0,2.6,0,Evening,2025-03-19,2025-07-03,1
U480133,33,Female,Tier-2,Basic,Laptop,Thriller,Gift Code,Non-Skippable Ads,1,1,199,2,1.4866270113675606,44.6,0.09,0,0,4.2,0,Late Night,2025-03-07,2025-06-02,1
U332487,69,Male,West,Standard,Laptop,Action,Net Banking,No Ads,0,1,399,10,1.631931790716596,48.96,0.05,0,0,3.4,0,Evening,2024-12-15,2025-11-06,0
U958538,36,Male,Tier-3,Basic,Smart TV,Documentary,Gift Code,Skippable Ads,1,0,199,1,1.3724342075553864,41.17,0.01,1,0,4.3,0,Afternoon,2025-01-17,2025-02-19,1
U679173,20,Male,East,Basic,Laptop,Action,Gift Code,Skippable Ads,1,1,199,4,2.941494515428403,88.24,0.11,0,0,1.4,0,Late Night,2024-08-05,2024-12-27,0
U415216,59,Female,Metro,Basic,Tablet,Action,Debit Card,Non-Skippable Ads,1,0,199,1,0.8308075080642261,24.92,0.07,0,0,4.6,0,Evening,2023-09-25,2023-11-09,1
U634675,30,Female,Tier-3,Premium,Smart TV,Documentary,UPI,No Ads,0,1,599,6,2.6108879212275795,78.33,0.25,0,0,4.6,1,Evening,2024-09-22,2025-04-13,0
U541275,49,Other,Metro,Basic,Mobile,Sci-Fi,Wallet,Skippable Ads,0,0,199,9,2.358330295652805,70.75,0.05,1,0,3.3,0,Late Night,2023-01-22,2023-11-11,0
U469169,23,Male,Tier-3,Standard,Mobile,Drama,Gift Code,No Ads,1,0,399,9,0.45794605168879676,13.74,0.02,0,0,2.6,1,Evening,2024-04-23,2025-01-20,1
U567081,23,Female,East,Standard,Smart TV,Drama,Wallet,Skippable Ads,1,1,399,8,1.889361257677988,56.68,0.02,0,1,4.7,3,Evening,2024-12-08,2025-08-29,0
U187499,34,Female,East,Premium,Mobile,Drama,Credit Card,Non-Skippable Ads,0,1,599,1,3.6403496152717727,109.21,0.2,2,0,4.4,0,Evening,2023-06-04,2023-07-26,0
U751346,56,Male,West,Premium,Laptop,Thriller,Net Banking,Non-Skippable Ads,1,0,599,11,3.2133698381823574,96.4,0.21,1,0,3.9,0,Morning,2024-07-07,2025-06-16,0
U464841,50,Male,South,Premium,Laptop,Sci-Fi,Net Banking,Non-Skippable Ads,1,0,599,7,3.7788607783434083,113.37,0.18,2,2,2.8,1,Evening,2025-03-18,2025-10-29,1
U103362,56,Female,South,Basic,Smart TV,Comedy,Gift Code,Non-Skippable Ads,1,1,199,7,3.54975740775353,106.49,0.18,0,0,2.3,1,Evening,2024-11-12,2025-06-18,0
U181930,16,Male,Metro,Basic,Laptop,Comedy,Wallet,No Ads,0,0,199,1,2.264144564619718,67.92,0.11,0,0,3.7,1,Evening,2023-02-07,2023-03-15,1
U128585,65,Female,Tier-3,Premium,Laptop,Sci-Fi,Gift Code,No Ads,1,1,599,8,2.9489355656725253,88.47,0.19,0,0,3.5,0,Morning,2024-09-29,2025-06-23,0
U525720,52,Female,West,Standard,Set-top Box,Documentary,Net Banking,Non-Skippable Ads,1,1,399,4,0.9491646007404053,28.47,0.13,0,0,1.9,0,Late Night,2024-04-05,2024-08-13,0
U828582,57,Female,South,Standard,Mobile,Documentary,Net Banking,No Ads,0,0,399,4,2.438411676559633,73.15,0.12,0,0,3.5,1,Evening,2024-02-17,2024-07-12,0
U543235,22,Female,West,Standard,Smart TV,Drama,Credit Card,Skippable Ads,1,1,399,2,4.277314599782775,128.32,0.22,0,0,4.3,0,Evening,2023-09-05,2023-11-10,0
