date,open,high,low,close,volume
2020-01-08,90.62,91.16,89.61,90.22,915437
2020-01-09,88.06,88.48,87.25,87.92,675456
2020-01-10,90.03,90.17,88.88,89.8,892467
2020-01-13,88.44,89.42,86.55,88.23,589554
2020-01-14,86.81,88.82,85.91,87.1,1018359
2020-01-15,89.08,90.32,88.11,89.41,1171757
2020-01-16,90.61,91.03,89.74,90.74,975102
2020-01-17,91.36,92.62,91.02,91.38,1024219
2020-01-20,92.46,92.48,90.87,92.38,753559
2020-01-21,93.22,93.94,93.06,93.31,652941
2020-01-22,94.81,95.59,94.12,94.47,1103275
2020-01-23,97.77,97.99,96.69,97.75,1197577
2020-01-24,96.0,97.36,95.09,95.53,767203
2020-01-27,95.09,97.09,94.57,95.4,964918
2020-01-28,95.27,96.27,94.66,95.17,900086
2020-01-29,97.91,100.03,96.16,98.08,602286
2020-01-30,97.56,98.04,96.3,97.52,700696
2020-01-31,99.51,101.13,97.33,99.26,1190013
2020-02-03,97.21,98.33,96.59,97.38,1325754
2020-02-04,98.6,100.14,97.26,98.69,1284843
2020-02-05,98.34,99.98,98.24,98.7,1274595
2020-02-06,98.28,99.61,96.35,98.23,702889
2020-02-07,95.9,97.74,95.75,96.02,721680
2020-02-10,96.82,98.69,95.15,97.25,1348481
2020-02-11,95.61,96.05,95.05,95.15,1054404
2020-02-12,93.8,94.69,91.88,93.39,772490
2020-02-13,94.95,96.8,93.48,95.01,986944
2020-02-14,91.24,91.75,89.5,91.44,578642
2020-02-17,92.43,94.25,92.1,92.81,777542
2020-02-18,93.86,94.4,93.15,94.2,1234148
2020-02-19,92.73,94.01,92.27,92.97,1376123
2020-02-20,92.09,94.08,90.29,92.5,1016690
2020-02-21,92.61,93.94,91.48,92.59,780041
2020-02-24,95.02,95.37,94.44,95.37,603934
2020-02-25,97.28,97.64,95.69,97.26,1067686
2020-02-26,95.66,96.32,95.36,95.4,941537
2020-02-27,95.76,96.73,94.35,95.54,550963
2020-02-28,96.57,97.87,96.56,97.02,1204787
2020-03-02,96.03,96.42,94.27,95.84,663151
2020-03-03,95.51,95.59,94.71,95.44,1415357
2020-03-04,92.59,94.1,91.36,92.97,1146989
2020-03-05,93.57,94.72,92.99,93.53,1119376
2020-03-06,91.16,93.07,90.18,91.49,557255
2020-03-09,91.51,92.07,91.43,91.55,1197088
2020-03-10,88.93,90.57,88.24,88.88,573317
2020-03-11,87.55,88.97,86.76,87.77,1013046
2020-03-12,86.71,86.78,85.82,86.45,1488436
2020-03-13,87.49,87.74,86.14,87.47,963808
2020-03-16,89.48,91.44,88.4,89.79,598714
2020-03-17,90.42,91.27,88.45,90.16,1008912
2020-03-18,89.78,89.9,89.1,89.5,873786
2020-03-19,88.5,89.39,87.58,88.46,1491759
2020-03-20,87.4,88.03,86.59,87.78,934615
2020-03-23,87.13,88.31,85.83,87.09,1163971
2020-03-24,88.56,90.25,87.77,88.43,1074397
2020-03-25,86.86,87.99,84.98,86.55,1163318
2020-03-26,86.43,86.99,84.95,86.65,559584
2020-03-27,87.02,87.84,86.05,86.76,1331548
2020-03-30,89.88,90.64,88.75,89.7,727500
2020-03-31,90.98,91.94,89.76,91.1,1298342
2020-04-01,90.08,91.73,88.01,89.64,1078176
2020-04-02,91.89,92.96,89.78,91.58,1366626
2020-04-03,91.09,91.88,90.28,90.91,1464707
2020-04-06,92.9,94.32,92.43,92.59,616667
2020-04-07,92.64,92.87,92.54,92.66,822840
2020-04-08,92.66,94.34,91.97,92.37,584593
2020-04-09,92.62,93.74,91.6,92.35,940861
2020-04-10,91.74,92.5,91.39,91.9,744430
2020-04-13,94.06,95.31,92.74,94.12,549605
2020-04-14,92.86,93.73,91.7,92.95,1449804
2020-04-15,92.94,94.87,92.86,93.23,918518
2020-04-16,95.21,95.6,93.19,94.78,1127712
2020-04-17,96.65,98.34,94.93,96.68,1246270
2020-04-20,97.2,98.19,95.24,96.84,992405
2020-04-21,98.66,101.14,98.16,99.16,720151
2020-04-22,99.07,99.26,97.7,99.03,826950
2020-04-23,100.71,100.95,100.37,100.54,1240474
2020-04-24,100.96,102.29,100.62,101.41,941260
2020-04-27,103.16,103.55,102.43,103.34,532179
2020-04-28,104.65,105.18,104.3,104.88,1063103
2020-04-29,104.63,106.3,104.17,104.5,851154
2020-04-30,102.78,103.17,100.63,102.62,818109
2020-05-01,104.73,105.84,103.73,104.27,687090
2020-05-04,105.25,106.62,104.09,104.75,1154364
2020-05-05,106.69,107.14,105.76,106.23,1028800
2020-05-06,106.31,107.51,104.0,105.79,1204267
2020-05-07,102.77,103.82,102.18,102.9,1362318
2020-05-08,102.11,103.81,101.37,102.12,956191
2020-05-11,102.08,103.37,99.64,101.6,1067609
2020-05-12,104.28,105.86,102.67,103.82,1090188
2020-05-13,106.64,108.52,105.33,106.36,1027527
2020-05-14,107.62,109.93,106.76,107.91,893674
2020-05-15,103.8,105.82,103.6,104.05,1143351
2020-05-18,102.27,103.74,101.17,101.83,772357
2020-05-19,99.53,101.19,98.57,99.67,917790
2020-05-20,96.99,98.89,95.75,97.11,1130153
2020-05-21,96.03,97.7,95.18,96.21,654004
2020-05-22,95.79,96.16,95.08,95.71,584999
2020-05-25,97.95,98.56,97.66,97.7,1160145
2020-05-26,98.89,100.19,97.18,99.09,995690
2020-05-27,102.11,102.76,102.02,102.04,660723
2020-05-28,104.88,104.92,103.77,104.45,1136718
2020-05-29,103.43,103.93,103.16,103.91,821300
2020-06-01,105.78,107.88,104.61,105.8,901322
2020-06-02,106.86,107.15,105.1,106.7,575973
2020-06-03,105.1,105.52,104.08,105.21,526412
2020-06-04,104.62,105.5,102.95,104.26,690124
2020-06-05,101.75,103.45,101.23,101.61,1185232
2020-06-08,105.5,106.47,105.05,105.29,1323690
2020-06-09,107.41,107.83,106.32,107.55,703794
2020-06-10,109.14,111.56,108.45,109.57,740273
2020-06-11,109.42,110.58,107.81,109.07,724379
2020-06-12,108.53,108.92,107.53,108.63,779278
2020-06-15,110.05,111.51,109.45,109.77,617459
2020-06-16,107.43,108.3,105.25,107.15,935729
2020-06-17,108.53,109.03,106.08,108.12,1250001
2020-06-18,108.17,109.81,107.64,107.77,1167585
2020-06-19,105.42,107.05,104.84,105.19,826105
2020-06-22,105.1,107.14,104.78,104.86,985139
2020-06-23,106.25,107.46,105.89,105.98,544236
2020-06-24,105.25,105.38,103.42,105.28,1474729
2020-06-25,104.36,105.02,103.16,104.12,639740
2020-06-26,103.89,105.31,102.32,104.24,861778
2020-06-29,106.83,108.13,106.44,106.68,574594
2020-06-30,107.19,109.23,106.28,106.74,1139516
2020-07-01,105.48,107.58,105.29,105.82,1362433
2020-07-02,104.97,106.85,103.16,104.7,560638
2020-07-03,102.1,102.95,100.2,101.79,1491878
2020-07-06,102.18,103.07,99.83,101.79,940471
2020-07-07,99.65,101.71,98.68,99.97,935934
2020-07-08,99.75,101.43,98.1,99.71,1248124
2020-07-09,101.48,103.28,100.07,101.96,799533
2020-07-10,98.05,99.57,97.39,98.13,875235
2020-07-13,101.66,102.86,99.76,101.52,971640
2020-07-14,101.28,103.36,100.43,101.72,1321989
2020-07-15,101.52,103.36,100.03,101.79,1284831
2020-07-16,103.06,105.07,102.75,103.14,1450093
2020-07-17,102.91,103.67,102.67,102.68,920363
2020-07-20,100.69,101.45,99.86,100.61,909051
2020-07-21,98.33,98.71,96.46,98.37,1461303
2020-07-22,99.91,101.88,98.58,100.35,1313476
2020-07-23,97.57,99.38,96.79,97.9,510599
2020-07-24,100.03,101.63,98.54,99.56,584135
2020-07-27,101.55,102.59,99.89,101.69,756935
2020-07-28,104.5,105.41,102.75,105.02,1233175
2020-07-29,105.64,107.1,104.57,105.97,772519
2020-07-30,105.66,107.92,105.21,105.97,1242470
2020-07-31,107.75,108.5,106.91,107.49,769473
2020-08-03,107.75,107.96,105.94,107.57,1244599
2020-08-04,110.05,110.74,109.61,110.02,1038916
2020-08-05,107.27,108.47,105.48,107.03,1378965
2020-08-06,107.36,109.7,107.08,107.58,1332896
2020-08-07,108.4,109.85,107.69,108.5,503488
2020-08-10,108.44,110.6,106.6,108.33,968447
2020-08-11,111.57,112.44,110.0,111.18,1001745
2020-08-12,114.2,114.25,113.72,113.82,1173156
2020-08-13,111.77,113.81,109.81,111.28,546655
2020-08-14,107.66,109.77,107.52,107.74,992602
2020-08-17,106.53,108.7,105.11,106.78,607760
2020-08-18,104.99,106.59,104.49,105.29,1296743
2020-08-19,103.75,104.29,103.66,103.76,626867
2020-08-20,104.76,105.39,102.52,104.54,1073088
2020-08-21,103.47,103.53,102.58,103.44,707653
2020-08-24,102.5,104.1,101.21,103.01,1106500
2020-08-25,103.36,103.82,102.6,103.71,1165100
2020-08-26,107.58,108.76,106.13,107.2,738607
2020-08-27,109.86,110.42,107.36,109.37,1338309
2020-08-28,107.81,108.22,106.77,107.69,1340026
2020-08-31,108.28,109.61,105.6,107.76,567808
2020-09-01,107.49,108.72,105.38,107.97,1399550
2020-09-02,107.09,107.6,106.14,106.81,1040184
2020-09-03,105.48,105.97,103.74,105.02,697057
2020-09-04,101.97,103.6,101.38,102.25,1050661
2020-09-07,102.35,103.33,101.82,102.49,1458775
2020-09-08,101.56,103.91,100.99,101.92,657368
2020-09-09,104.54,105.24,102.57,104.45,1210243
2020-09-10,104.73,105.16,102.99,104.82,798010
2020-09-11,104.68,105.62,104.29,104.46,654009
2020-09-14,104.96,105.65,103.57,104.45,652546
2020-09-15,105.77,107.57,104.9,105.84,635422
2020-09-16,105.4,105.44,103.44,104.9,963231
2020-09-17,106.55,106.7,105.82,106.61,1484818
2020-09-18,107.02,108.62,106.17,107.09,731136
2020-09-21,106.28,106.86,103.9,105.76,799477
2020-09-22,108.16,110.33,106.36,108.57,749582
2020-09-23,109.14,110.24,108.41,109.43,652955
2020-09-24,112.13,113.5,111.35,112.03,991245
2020-09-25,108.92,110.29,108.25,109.21,1210978
2020-09-28,111.07,112.22,109.31,110.99,667229
2020-09-29,109.79,110.23,108.79,109.85,851344
2020-09-30,109.91,111.21,109.25,110.38,788720
2020-10-01,111.27,112.0,110.72,111.08,685732
2020-10-02,111.73,114.02,111.4,112.02,1316784
2020-10-05,115.61,116.72,114.45,115.45,1131733
2020-10-06,113.86,114.88,113.28,113.55,871722
2020-10-07,113.47,115.78,112.63,113.74,865428
2020-10-08,117.33,118.66,115.15,116.89,1400958
2020-10-09,115.56,116.72,114.32,115.03,523925
2020-10-12,113.82,115.0,112.1,114.32,522280
2020-10-13,111.92,112.31,110.23,112.05,549318
2020-10-14,111.54,111.89,111.14,111.6,1160996
2020-10-15,114.22,114.41,113.32,113.68,564864
2020-10-16,113.73,114.16,111.14,113.27,1339256
2020-10-19,113.14,113.56,112.53,112.81,1415497
2020-10-20,111.45,113.23,109.36,111.53,1370888
2020-10-21,113.2,115.11,113.03,113.2,1056124
2020-10-22,115.16,116.83,113.1,115.23,1117865
2020-10-23,117.8,119.93,116.76,117.45,841058
2020-10-26,118.89,120.16,118.01,118.79,819587
2020-10-27,116.05,116.5,115.97,116.1,700350
2020-10-28,116.39,116.47,115.6,116.13,1227819
2020-10-29,114.01,115.45,112.68,113.56,1365636
2020-10-30,112.94,115.11,110.8,113.32,1494427
2020-11-02,115.88,117.8,114.41,115.6,1004210
2020-11-03,112.15,112.52,111.06,112.28,974471
2020-11-04,113.7,115.68,113.51,113.88,1187004
2020-11-05,115.21,116.65,112.96,115.62,565450
2020-11-06,113.73,115.02,111.14,113.25,1112053
2020-11-09,110.76,111.63,110.29,111.11,1199056
2020-11-10,111.74,112.33,110.19,111.34,996638
2020-11-11,108.78,110.8,108.04,109.05,991460
2020-11-12,110.48,111.71,109.14,110.32,597230
2020-11-13,109.83,111.0,108.18,109.45,1155102
2020-11-16,107.91,109.89,106.01,107.65,1370383
2020-11-17,105.56,107.56,104.85,105.15,542292
2020-11-18,106.52,107.6,105.68,106.37,1233548
2020-11-19,107.94,108.57,107.17,107.91,1086782
2020-11-20,105.56,106.18,105.14,105.83,1353566
2020-11-23,105.21,107.04,103.28,104.73,517172
2020-11-24,102.73,104.1,101.7,102.7,910275
2020-11-25,104.71,105.45,104.11,104.24,1457723
2020-11-26,102.12,104.25,100.38,102.38,1229236
2020-11-27,99.92,100.61,98.46,99.54,1220838
2020-11-30,101.16,102.84,100.74,100.84,640703
2020-12-01,99.78,99.83,99.35,99.77,1048048
2020-12-02,101.67,102.2,100.38,101.66,1099811
2020-12-03,99.89,101.6,98.69,99.8,1237610
2020-12-04,100.76,102.06,98.9,100.35,1147888
2020-12-07,99.76,101.02,99.32,99.71,516937
2020-12-08,101.69,104.09,100.71,102.16,836761
2020-12-09,103.28,104.38,101.37,103.79,694736
2020-12-10,106.11,106.85,104.18,105.99,655336
2020-12-11,106.12,108.4,105.9,106.63,678318
2020-12-14,107.29,109.12,106.51,107.11,1470078
2020-12-15,106.58,107.16,106.34,106.78,1171121
2020-12-16,107.12,109.14,106.7,107.29,929152
2020-12-17,104.64,105.2,104.3,105.1,983785
2020-12-18,104.66,105.59,103.94,104.37,1004185
2020-12-21,105.82,106.1,105.28,105.57,548916
2020-12-22,104.45,105.18,102.66,104.85,567507
2020-12-23,104.97,106.7,103.77,104.57,530900
2020-12-24,108.27,109.85,106.99,107.83,1023843
2020-12-25,108.98,109.35,107.7,109.16,1371004
2020-12-28,107.97,110.04,107.79,108.4,859472
2020-12-29,105.44,107.92,104.19,105.97,1383175
2020-12-30,105.92,107.94,105.22,106.36,1264648
2020-12-31,109.34,109.91,107.63,109.57,733937
2021-01-01,110.81,111.39,110.41,111.09,1391187
2021-01-04,112.44,114.06,111.92,112.07,1252364
2021-01-05,110.65,111.59,108.86,111.04,1375039
2021-01-06,109.39,110.28,108.51,109.08,1304452
2021-01-07,107.31,108.88,105.42,106.99,611626
2021-01-08,106.29,107.23,104.8,106.69,1437001
2021-01-11,108.86,110.73,107.4,109.02,1333104
2021-01-12,107.19,108.4,105.67,107.54,850755
2021-01-13,110.05,111.37,109.6,110.3,1249046
2021-01-14,110.16,112.15,108.78,109.71,1097723
2021-01-15,106.01,107.37,104.05,106.45,549698
2021-01-18,104.83,106.24,104.28,105.24,1085389
2021-01-19,102.78,104.8,101.11,102.57,1059394
2021-01-20,99.94,100.89,99.65,99.65,1479547
2021-01-21,100.9,101.43,100.16,100.58,1435678
2021-01-22,103.39,104.81,102.42,103.22,1399404
2021-01-25,101.84,102.68,101.39,101.51,1043793
2021-01-26,100.83,102.01,99.58,101.29,825077
2021-01-27,102.5,103.59,102.04,102.56,1413830
2021-01-28,105.78,107.74,103.9,105.85,849891
2021-01-29,104.4,104.89,103.4,104.04,1481196
2021-02-01,102.3,103.49,100.81,102.43,1012198
2021-02-02,102.16,103.11,101.48,102.06,566261
2021-02-03,102.94,105.28,101.81,103.39,1202078
2021-02-04,101.56,101.97,101.25,101.54,637759
2021-02-05,99.74,100.33,98.57,99.8,1405419
2021-02-08,100.41,100.87,98.73,100.79,1249190
2021-02-09,100.34,102.51,100.26,100.66,628245
2021-02-10,98.77,98.87,97.07,98.41,988897
2021-02-11,97.06,97.7,95.64,97.09,1219391
2021-02-12,94.9,95.18,93.74,94.8,994276
2021-02-15,93.1,93.33,92.24,92.9,1375244
2021-02-16,89.99,91.19,88.21,90.41,1429679
2021-02-17,87.99,89.32,87.66,88.27,696343
2021-02-18,88.5,89.16,88.37,88.7,1087529
2021-02-19,86.87,87.37,86.68,86.98,952113
2021-02-22,86.27,86.33,85.39,86.21,540869
2021-02-23,87.76,89.27,87.43,87.44,836485
2021-02-24,85.49,86.15,84.58,85.36,977497
2021-02-25,84.22,85.79,82.81,84.04,1074176
2021-02-26,84.6,85.06,83.79,84.2,1266132
2021-03-01,85.56,86.99,85.02,85.4,676204
2021-03-02,85.81,86.52,85.1,85.74,754935
2021-03-03,83.89,84.62,83.32,84.18,778399
2021-03-04,85.01,85.99,83.74,85.15,561742
2021-03-05,82.69,84.33,82.06,82.77,688775
2021-03-08,81.59,82.99,80.16,81.82,847395
2021-03-09,83.72,84.04,82.25,83.34,837721
2021-03-10,81.62,82.25,80.15,81.36,567359
2021-03-11,80.32,81.67,79.95,80.4,1450827
2021-03-12,80.58,81.21,79.52,80.79,1390194
2021-03-15,83.44,84.85,81.77,83.52,1224615
2021-03-16,82.08,82.69,80.68,82.34,1221207
2021-03-17,81.41,82.04,80.35,81.62,1367065
2021-03-18,84.11,85.24,83.06,83.83,851293
2021-03-19,83.62,85.08,83.33,83.98,1374645
2021-03-22,87.29,88.04,86.86,87.02,1180249
2021-03-23,88.68,90.02,87.8,88.97,864869
2021-03-24,86.93,88.19,86.85,87.36,1277470
2021-03-25,89.82,89.88,89.37,89.5,1355558
2021-03-26,90.38,91.78,89.35,90.76,1396477
2021-03-29,89.89,91.08,89.45,89.69,1163006
2021-03-30,92.59,93.91,91.02,92.55,1345232
2021-03-31,90.08,91.07,88.31,90.4,1386911
2021-04-01,89.51,90.84,88.24,89.35,771888
2021-04-02,89.75,91.44,89.19,89.95,940625
2021-04-05,88.25,90.35,87.14,88.62,1133642
2021-04-06,86.8,87.96,86.57,86.73,737914
2021-04-07,86.73,87.08,85.92,86.49,523734
2021-04-08,84.29,85.1,83.0,84.6,1310391
2021-04-09,86.27,87.88,85.31,85.87,1330912
2021-04-12,87.97,88.97,87.31,87.79,869030
2021-04-13,85.33,86.18,84.49,85.25,610352
2021-04-14,86.41,87.8,85.5,86.31,1301596
2021-04-15,86.26,87.72,85.64,86.59,911189
2021-04-16,88.74,89.24,87.41,88.54,1429970
2021-04-19,90.54,90.91,89.57,90.5,1060507
2021-04-20,91.77,92.31,91.47,91.57,975298
2021-04-21,93.62,94.65,92.29,93.69,739629
2021-04-22,94.12,95.03,92.12,93.91,1268874
2021-04-23,91.58,92.11,91.15,92.02,1278878
2021-04-26,91.91,92.58,90.86,92.2,1470754
2021-04-27,95.24,96.86,94.07,94.99,1244657
2021-04-28,93.11,94.21,90.94,92.75,1455221
2021-04-29,93.7,94.48,92.14,93.29,1446004
2021-04-30,90.19,91.08,88.94,90.28,705999
2021-05-03,92.18,92.6,90.69,91.73,1493315
2021-05-04,90.12,91.22,88.51,89.87,1220694
2021-05-05,92.8,94.38,90.8,92.43,973059
2021-05-06,92.29,92.53,90.75,92.31,1412417
2021-05-07,91.36,91.69,90.83,91.68,1097350
2021-05-10,91.68,93.39,90.64,91.58,713197
2021-05-11,91.76,92.31,91.08,91.59,765156
2021-05-12,90.73,91.32,89.77,90.82,884802
2021-05-13,89.03,89.39,88.54,89.36,943512
2021-05-14,89.73,91.25,88.42,89.36,1366271
2021-05-17,90.86,91.17,90.42,91.07,1012674
2021-05-18,89.15,90.6,87.62,89.41,867105
2021-05-19,87.25,87.54,85.78,87.17,535869
2021-05-20,86.95,88.36,86.09,86.9,691520
2021-05-21,85.31,86.07,83.29,84.88,512843
2021-05-24,84.64,86.13,83.61,84.8,1069794
2021-05-25,84.65,85.16,83.22,84.45,1101946
2021-05-26,85.27,86.36,83.69,85.58,558524
2021-05-27,87.81,88.95,86.35,87.81,1345398
2021-05-28,87.24,89.04,86.25,87.67,627207
2021-05-31,85.74,87.08,85.58,86.14,1086130
2021-06-01,85.63,87.15,85.53,86.04,1125413
2021-06-02,84.38,84.97,82.39,84.07,951785
2021-06-03,84.66,84.68,83.67,84.54,588937
2021-06-04,81.52,83.01,81.34,81.87,1398748
2021-06-07,80.17,80.5,78.99,79.89,1202035
2021-06-08,79.13,80.04,77.9,79.13,880031
2021-06-09,79.43,79.89,78.7,79.28,534344
2021-06-10,81.57,82.06,81.04,81.52,1385735
2021-06-11,83.29,84.0,82.17,83.05,1055898
2021-06-14,81.79,83.42,80.05,81.53,1212230
2021-06-15,79.25,79.8,79.23,79.37,1238413
2021-06-16,79.93,81.03,79.66,79.88,917464
2021-06-17,79.74,80.79,78.89,79.5,1461286
2021-06-18,78.41,79.63,77.84,78.09,1463442
2021-06-21,79.03,80.75,77.66,79.25,1404648
2021-06-22,81.43,82.74,81.2,81.74,1449509
2021-06-23,82.4,83.47,80.58,82.08,906481
2021-06-24,83.16,83.78,82.81,83.33,1177028
2021-06-25,84.58,85.57,83.19,84.5,1072200
2021-06-28,86.49,86.77,85.71,86.27,640200
2021-06-29,85.57,86.96,83.97,85.19,1162519
2021-06-30,83.14,84.2,82.94,83.12,650850
2021-07-01,83.8,83.8,82.88,83.59,617104
2021-07-02,83.02,84.74,81.99,83.23,888107
2021-07-05,85.73,87.04,85.02,85.49,1256192
2021-07-06,83.41,83.82,83.11,83.67,907741
2021-07-07,84.73,86.1,82.85,84.48,1276942
2021-07-08,82.35,82.68,82.24,82.28,1288685
2021-07-09,83.54,85.08,82.72,83.64,1441320
2021-07-12,81.7,82.4,80.36,81.84,1150634
2021-07-13,81.04,81.92,80.32,81.44,1304970
2021-07-14,83.55,84.62,83.46,83.87,641623
2021-07-15,82.45,84.27,81.14,82.74,1389304
2021-07-16,79.77,80.09,78.49,80.09,1429814
2021-07-19,78.97,80.15,78.1,78.6,1010928
2021-07-20,79.7,81.04,78.57,80.02,648401
2021-07-21,81.7,82.37,80.62,81.62,1123850
2021-07-22,80.4,81.62,79.94,80.62,671253
2021-07-23,78.59,79.55,78.23,78.59,530091
2021-07-26,78.63,80.45,77.53,78.92,969571
2021-07-27,78.08,78.41,77.48,78.24,592914
2021-07-28,76.74,77.89,76.03,76.49,1140353
2021-07-29,77.71,78.25,77.4,77.82,980069
2021-07-30,78.97,79.26,78.33,78.72,1010544
2021-08-02,77.27,77.69,76.63,77.3,1148323
2021-08-03,77.12,77.32,76.43,77.22,1388524
2021-08-04,75.31,75.52,74.22,75.05,1472721
2021-08-05,76.52,77.04,76.16,76.45,528942
2021-08-06,74.08,74.52,73.82,74.24,1320756
2021-08-09,73.24,73.52,71.99,73.02,670226
2021-08-10,73.5,74.35,72.68,73.36,1406552
2021-08-11,74.08,74.37,73.49,73.74,815315
2021-08-12,71.98,73.03,71.63,72.3,693966
2021-08-13,73.18,74.29,71.9,72.93,1201613
2021-08-16,74.83,75.5,74.26,75.17,639650
2021-08-17,75.85,76.43,74.94,75.94,1323177
2021-08-18,74.22,74.61,73.04,74.34,1173633
2021-08-19,75.46,76.7,74.76,75.22,820500
2021-08-20,73.51,73.88,72.02,73.25,591283
2021-08-23,75.54,76.53,74.11,75.21,1174917
2021-08-24,77.45,77.77,77.15,77.38,667725
2021-08-25,77.76,77.78,76.14,77.61,813118
2021-08-26,76.56,77.93,75.72,76.39,1026410
2021-08-27,77.78,78.75,76.99,78.12,1220575
2021-08-30,77.96,79.21,77.76,77.88,1010041
2021-08-31,78.16,79.65,76.32,77.8,1356534
2021-09-01,76.49,77.67,75.98,76.8,1276258
2021-09-02,76.18,76.25,75.91,76.11,1315650
2021-09-03,76.12,77.2,75.99,76.4,606259
2021-09-06,77.19,77.63,76.73,77.51,1040268
2021-09-07,76.35,77.85,75.41,76.37,1169421
2021-09-08,78.68,79.47,78.52,78.6,1024982
2021-09-09,78.64,79.82,78.39,78.83,1227108
2021-09-10,79.28,80.74,77.87,79.25,578136
2021-09-13,78.28,78.82,76.75,78.55,727703
2021-09-14,79.03,80.16,77.37,78.89,1456763
2021-09-15,81.29,81.58,80.19,81.05,1077406
2021-09-16,82.11,82.69,81.95,82.03,997609
2021-09-17,79.42,80.88,78.61,79.49,690695
2021-09-20,78.83,78.94,77.37,78.74,924764
2021-09-21,79.14,80.36,78.31,79.33,1362405
2021-09-22,80.32,80.88,79.01,80.45,973903
2021-09-23,82.1,83.82,80.84,82.27,1357610
2021-09-24,83.65,85.28,83.08,83.97,744010
2021-09-27,82.73,83.84,81.99,82.52,1255683
2021-09-28,82.29,83.17,82.01,82.65,1278720
2021-09-29,83.44,84.47,82.26,83.79,1276549
2021-09-30,85.91,87.24,85.19,86.1,925527
2021-10-01,87.19,88.26,85.68,87.42,931871
2021-10-04,90.85,90.96,89.42,90.64,705373
2021-10-05,88.64,89.89,88.48,88.62,1431189
2021-10-06,86.91,88.44,86.34,86.54,1160064
2021-10-07,86.76,87.39,85.7,86.38,950325
2021-10-08,86.46,87.85,86.38,86.65,1088491
2021-10-11,85.37,85.95,84.14,84.98,1301246
2021-10-12,85.69,86.98,84.34,86.08,976109
2021-10-13,88.75,90.19,87.35,88.34,1319478
2021-10-14,85.52,85.8,85.28,85.77,560687
2021-10-15,84.01,84.68,83.72,83.85,1023156
2021-10-18,83.85,84.28,82.87,84.13,594704
2021-10-19,82.61,84.19,81.45,82.24,1150847
2021-10-20,80.54,82.03,79.79,80.78,663625
2021-10-21,79.56,80.16,78.14,79.79,913551
2021-10-22,77.54,77.75,77.04,77.34,929045
2021-10-25,75.45,75.95,74.86,75.76,706077
2021-10-26,73.96,75.24,72.54,74.13,537678
2021-10-27,76.92,77.34,75.18,76.66,1410676
2021-10-28,77.06,77.53,75.49,76.94,1193555
2021-10-29,76.6,76.67,75.1,76.33,977939
2021-11-01,78.27,80.19,77.51,78.64,1258302
2021-11-02,76.83,77.64,76.38,77.04,798659
2021-11-03,76.62,78.11,76.26,76.86,788220
2021-11-04,79.18,79.99,78.4,78.94,1256885
2021-11-05,79.45,80.09,78.54,79.23,763335
2021-11-08,80.14,81.46,78.54,80.27,738441
2021-11-09,80.0,80.44,78.51,80.35,1053730
2021-11-10,80.14,80.39,79.68,80.14,686973
2021-11-11,77.66,79.33,76.51,78.01,1284110
2021-11-12,79.17,79.49,78.32,78.98,1096947
2021-11-15,79.03,80.0,77.94,79.29,615342
2021-11-16,78.05,79.1,77.76,78.34,833376
2021-11-17,79.58,80.93,78.79,79.41,903261
2021-11-18,79.04,80.12,77.76,78.94,628557
2021-11-19,78.7,79.54,77.95,78.36,1414685
2021-11-22,76.95,78.14,76.04,77.21,1161406
2021-11-23,75.81,76.69,75.58,76.07,993601
2021-11-24,74.58,75.19,74.2,74.21,1366147
2021-11-25,76.49,77.98,75.25,76.8,1296761
2021-11-26,74.45,75.61,73.25,74.53,1315090
2021-11-29,74.41,75.18,73.29,74.68,831754
2021-11-30,74.04,74.36,73.22,73.92,865287
2021-12-01,73.42,74.33,73.19,73.19,1171729
2021-12-02,72.08,72.08,71.54,72.04,856342
2021-12-03,71.23,72.32,70.65,71.37,990716
2021-12-06,70.55,71.17,69.41,70.35,711454
2021-12-07,72.4,72.89,71.86,72.04,1217839
2021-12-08,72.16,73.39,70.96,72.0,579615
2021-12-09,69.79,71.07,68.51,70.0,1315147
2021-12-10,70.82,72.29,70.47,71.03,1175880
2021-12-13,69.29,70.31,69.16,69.62,551121
2021-12-14,70.71,71.2,70.35,70.88,559862
2021-12-15,69.16,70.54,68.49,69.37,1022544
2021-12-16,68.01,69.24,66.81,68.1,1382343
2021-12-17,67.32,68.09,65.89,67.19,1446073
2021-12-20,67.55,68.95,67.43,67.73,1327586
2021-12-21,70.01,71.0,69.15,69.97,592383
2021-12-22,69.41,69.55,68.93,69.21,884156
2021-12-23,68.8,68.87,68.76,68.79,700377
2021-12-24,71.04,71.6,70.63,70.69,1290262
2021-12-27,69.93,70.79,69.33,69.77,545835
2021-12-28,72.24,73.68,72.04,72.09,682692
2021-12-29,72.21,72.73,71.27,72.34,713853
2021-12-30,73.36,74.61,73.05,73.08,636237
2021-12-31,71.81,72.36,70.17,71.55,964314
2022-01-03,73.39,73.84,73.03,73.11,682009
2022-01-04,74.62,75.63,73.49,74.77,1271088
2022-01-05,74.27,75.48,73.63,73.94,1011678
2022-01-06,72.97,74.17,71.46,72.64,905323
2022-01-07,74.53,75.17,73.0,74.2,1122189
2022-01-10,73.02,73.49,71.6,72.71,516362
2022-01-11,74.98,76.22,74.6,74.76,1304685
2022-01-12,75.29,75.92,74.66,75.42,1388362
2022-01-13,75.31,76.33,73.81,75.49,1074806
